Attraction,Address,Rank,Rating,Number_of_Reviews,Type,Label,Overview,
Pastime Pinball,4802 Main St Manchester Designer Outlets| Manchester| VT 05255-8923,1,5,55,Romantic,Game & Entertainment Centers,A family friendly museum arcade in the heart of beautiful Manchester| VT featuring more than 60 top-rated American-made pinball games from 1947 to today set to FREE PLAY (pay admission at the door)— plus a snack bar dishing out classic boardwalk...more,
Green Mountain Falconry School,Manchester| VT| USA,1,None,105,Romantic,Game & Entertainment Centers,Green Mountain Falconry School,
Manchester Hot Glass,79 Elm St| Manchester| VT 05255-4600,2,5,141,Romantic,Gift & Specialty Shops,Manchester Hot Glass is a glass blowing studio & gallery in Manchester| Vermont. Check out our popular Glassblowing 101 class and learn the craft yourself!Having read a few not so hot reviews I would like to add that Glass making is not a slow...more,
Land Rover,Manchester| VT| USA,3,None,100,Romantic,Gift & Specialty Shops,Land Rover,
The Crooked Ram,4026 Main Street| Manchester| VT 05254,1,5,28,Romantic,Bars & Clubs,The Crooked Ram is a restaurant| craft beer & natural wine bar and retail bottle shop. We serve lunch and dinner| along with cheese and charcuterie boards. Our menus change regularly with a focus on local| sustainable and seasonal ingredients. Our...more,
The Golf Club at Equinox,3567 Main St Rte 7A The Equinox Resort| Manchester| VT 05254,4,None,50,Romantic,Golf Courses,Challenging newly updated course with beautiful mountain scenery.,
Dutton Farm Stand,2083 Depot St| Manchester| VT 05255-9465,3,None,43,Romantic,Gift & Specialty Shops| Farms,Dutton Farm Stand,
Manchester Woodcraft,175 Depot St| Manchester| VT 05255-9189,6,None,26,Romantic,Gift & Specialty Shops,Manchester Woodcraft,
Orvis,Manchester| VT,7,4,76,Romantic,Gift & Specialty Shops,Store selling fly fishing equipment as well as traditional country clothes.,
The Spa at Equinox,3567 Main Street Route 7A Manchester Village| Manchester| VT 05254,1,4.5,61,Romantic,Spas,The Spa at the Equinox encourages guests to awaken their spirit and reconnect with nature| using a variety of treatments that incorporate products native to the surrounding Vermont region| including maple sugar| wildflowers and mineral clay. The...more,
UVM Morgan Horse Farm,,4,None,,Romantic,Farms,UVM Morgan Horse Farm,
Otter Creek Brewing,793 Exchange St| Middlebury| VT 05753-1193,3,4.5,126,Romantic,Breweries,NOTE: As of March 16th| Otter Creek Brewing will be closed in response to the COVID-19 outbreak. Please check our social media channels for updates related to re-opening. In 2015 we broke ground on a brand new| 120-barrel brew house. This...more,
Lincoln Peak Vineyard,142 River Rd| Middlebury| VT 05472-9600,1,4.5,80,Romantic,Wineries & Vineyards,Lincoln Peak Vineyard is temporarily closed in winter 2020. See you in the spring! Lincoln Peak makes red wines all them entirely from grapes grown in the 12-acre vineyard. Lincoln Peak's grape varieties are cold-hardy and make bright and lively...more,
Middlebury College,142 River Rd| Middlebury| VT 05472-9600,2,None,83,Romantic,Educational sites,Middlebury College,
Pulp Mill Covered Bridge,Pulp Mill Covered Bridge Rd| Middlebury| VT 05753,5,None,35,Romantic,Points of Interest & Landmarks| Bridges,Pulp Mill Covered Bridge,
Halpin Covered Bridge,Halpin Covered Bridge Rd| Middlebury| VT 05753,12,None,11,Romantic,Points of Interest & Landmarks| Bridges,Halpin Covered Bridge,
Town Hall Theater,68 S Pleasant St| Middlebury| VT 05753-1476,6,None,20,Romantic,Theaters,Town Hall Theater,
Drop-In Brewing,610 Route 7 S| Middlebury| VT 05753-8987,8,None,15,Romantic,Breweries,Drop-In Brewing,
Vermont Soap Factory Outlet & Soap Museum,616 Exchange St| Middlebury| VT 05753-1181,11,None,18,Romantic,Specialty Museums,Vermont Soap Factory Outlet & Soap Museum,
Appalachian Gap Distillery,88 Mainelli Rd Suite 1| Middlebury| VT 05753-1453,9,None,19,Romantic,Distilleries,Come see our distillery in action and sample our fine spirits.,
Henry Sheldon Museum of Vermont History,1 Park St| Middlebury| VT 05753-1101,10,None,32,Romantic,Specialty Museums| History Museums,Henry Sheldon Museum of Vermont History,
Edgewater Gallery,1 Mill St & 6 Merchants Row| Middlebury| VT 05753-1144,14,None,4,Romantic,Art Galleries,Edgewater Gallery,
Mahaney Center for the Arts,72 Porter Field Rd| Middlebury| VT 05753-6013,7,None,20,Romantic,Theaters| Art Museums,Mahaney Center for the Arts,
Vermont Folklife Center,88 Main St| Middlebury| VT 05753-1425,13,None,12,Romantic,Art Museums,Vermont Folklife Center,
Werner Tree Farm,429 Painter Rd| Middlebury| VT 05753-8930,16,None,1,Romantic,Farms,Cut your own Christmas tree farm with workshop/gift shop selling farm-produced wreaths| centerpieces| garlands| maple syrup and honey. Open Thanksgiving to Christmas.,
Stonecutter Spirits,1197 Exchange St Unit A| Middlebury| VT 05753-4463,15,None,1,Romantic,Distilleries,Stonecutter Spirits,
Danforth Pewter,52 Seymour St| Middlebury| VT 05753-1115,1,5,41,Romantic,Gift & Specialty Shops,Visit our workshop to learn more about how we work metal by hand. Watch us handspin a pewter old lamp or cast pewter ornaments.,
Vermont Book Shop,38 Main St| Middlebury| VT 05753-1473,2,None,7,Romantic,Gift & Specialty Shops,Vermont Book Shop,
Maple Landmark Woodcraft,1297 Exchange St| Middlebury| VT 05753-1187,3,None,11,Romantic,Gift & Specialty Shops,We have been making superior quality| eco-friendly| traditional| educational wooden toys| games and gifts since 1979 at our shop here in Middlebury| Vermont. Know worldwide for our NameTrains and Montgomery Schoolhouse products| we have great...more,
Cobble Hill Kennel,Middlebury| VT| USA,1,None,4,Romantic,Gift & Specialty Shops,Cobble Hill Kennel,
Vermont's Own,64 Main St| Middlebury| VT 05753-1426,5,None,3,Romantic,Gift & Specialty Shops,The best collection of Vermont's best. Shop Vermont made products for souvenirs| gifts| and special finds for yourself. Support Vermonters| support local| support small.,
Otter Creek Used Books,99 Maple St| Middlebury| VT 05753-1595,6,None,3,Romantic,Gift & Specialty Shops,Otter Creek Used Books,
Tinker and Smithy Game Store,72 Main St| Middlebury| VT 05753-1464,1,None,2,Romantic,Game & Entertainment Centers,Tinker and Smithy Game Store,
Middlebury Sweets,12 Ossie Rd| Middlebury| VT 05753-8680,7,None,2,Romantic,Gift & Specialty Shops,Middlebury Sweets,
Waterfalls Day Spa,14 Court Sq| Middlebury| VT 05753-1369,1,None,2,Romantic,Spas,Waterfalls Day Spa,
Burnham Maple Farm & Market,1124 Route 7 S| Middlebury| VT 05753-8991,8,None,2,Romantic,Gift & Specialty Shops,Burnham Maple Farm & Market,
Ralph Myhre Golf Course,317 Golf Course Road| Middlebury| VT 05753,2,None,3,Romantic,Golf Courses,Ralph Myhre Golf Course,
Vermont Tasting Tours,Middlebury| VT| USA,2,None,1,Romantic,Golf Courses,Vermont Tasting Tours,
Danforth Workshop & Store,52 Seymour St| Middlebury| VT 05753-1474,9,None,2,Romantic,Gift & Specialty Shops,From our workshop in Middlebury| Vermont| we make American pewter inspired by ancient craft and modern day design. We create beautiful objects - rooted in simplicity and functionality - designed to be used: Christmas ornaments passed down through...more,
Middlebury Transit,52 Seymour St| Middlebury| VT 05753-1474,1,None,4,Romantic,Taxis & Shuttles,Middlebury Transit,
James Madison Museum,,3,,,Romantic,History Museums,A presidential and cultural museum that features the Presidents Room| Black History Exhibit Room| a small gallery and a Temporary Exhibit Room. In the Presidents Room you will enjoy artifacts of Madison| Jefferson| Monroe and Z. Taylor. The Black...more,
Chateau MerrillAnne,16234 Marquis Rd| Orange| VA 22960-3704,5,4.5,35,Romantic,Wineries & Vineyards,Chateau MerrillAnne is a small boutique winery located in the rolling farm land of Orange County| Virginia. We offer a broad selection of hand-crafted wines from the finest vineyards in Virginia. Currently all of our wines are sold exclusively in...more,
Hammerstone Cellars,14035 Kendall Rd| Orange| VA 22960-3917,9,None,6,Romantic,Wineries & Vineyards,Hammerstone Cellars,
The Arts Center in Orange,129 E Main St| Orange| VA 22960-1628,6,None,19,Romantic,Art Galleries,The Arts Center in Orange,
St. Thomas Parish Church,129 E Main St| Orange| VA 22960-1628,8,None,10,Romantic,Sacred & Religious Sites,A National Historic Site where Robert E. Lee worshipped during the Civil War in 1863-64.,
Giant Nutcracker Head,268 Blue Ridge Dr| Orange| VA 22960-1738,10,None,2,Romantic,Points of Interest & Landmarks,Giant Nutcracker Head,
Skydive Orange,Orange| VA| USA,1,None,123,Romantic,Points of Interest & Landmarks,Skydive Orange,
Central Virginia Wine Tours & Transportation,Orange| VA| USA,2,None,140,Romantic,Points of Interest & Landmarks,Central Virginia Wine Tours & Transportation,
Rapidan River Kayak Company,Orange| VA| USA,4,None,34,Romantic,Points of Interest & Landmarks,Rapidan River Kayak Company,
Finders Keepers,108 W Main St| Orange| VA 22960-1534,7,None,18,Romantic,Gift & Specialty Shops| Antique Stores,Welcome to Finders Keepers located in Orange| Virginia. We are an estate and business liquidator proudly serving Central| Piedmont and Northern Virginia along with Southern Maryland and the District of Columbia. Come visit us at the gallery to see...more,
Virginia Aromatics,120 W Main St| Orange| VA 22960-1534,14,None,18,Romantic,Gift & Specialty Shops,Virginia Aromatics is your local source for handmade apothecary products| including soy candles| soaps| lotions| perfumes and other skin care. Find us at the Michie Tavern General Store in Charlottesville| 9 - 5:30 daily.,
EVE’S CUPBOARD,305 N Madison Rd| Orange| VA 22960-1015,13,None,18,Romantic,Cooking Classes,Gain deeper insight into healthy cooking & natural remedies by Eve’s Cupboard. A hands-on experience designed for food lovers desiring to make healthy choices for the entire family. This class allows you to explore plant-based cuisine more in...more,
Wilderness Battlefield,35347 Constitution Highway| Orange| VA 22160,11,None,18,Romantic,Points of Interest & Landmarks| Battlefields,Wilderness Battlefield,
Melrose Antiques &i Interiors,101 E Main St| Orange| VA 22960-1628,12,None,18,Romantic,Antique Stores,melrose antiques & interiors specializes in 18th & 19th c English and American Furniture along with a large collection of fine Antique Oriental carpets.,
White Oak Lavender Farm & The Purple WOLF Vineyard,5060 Newcomer Ln| Harrisonburg| VA 22801-2403,4,4.5,489,Romantic,Farms,White Oak Lavender and the Purple WOLF Vineyard is a year round venue. We offer wine tasting and we have a beautiful gift shop. From Memorial weekend to Labor day there are daily guided farm tours one hour after opening. Private tours and group...more,
Edith J. Carrier Arboretum,780 University Blvd Msc 3705 At James Madison University| Harrisonburg| VA 22807-1020,1,None,268,Romantic,Gardens,Edith J. Carrier Arboretum,
Explore More Discovery Museum,150 S Main St| Harrisonburg| VA 22801-3629,2,None,121,Romantic,Specialty Museums| Children's Museums,Explore More Discovery Museum,
James Madison University,800 S Main St| Harrisonburg| VA 22807-0002,6,None,76,Romantic,Educational sites,James Madison University,
Shenandoah Heritage Market,121 Carpenter Ln| Harrisonburg| VA 22801-9777,7,None,164,Romantic,Flea & Street Markets,Shenandoah Heritage Market,
Virginia Quilt Museum,301 S Main St| Harrisonburg| VA 22801-3606,5,4.5,125,Romantic,Specialty Museums,The Commonwealth is proud to call the Virginia Quilt Museum its official quilt museum. Nestled in the heart of Harrisonburg's downtown historic district| the Museum is considered a resource center for the study of quilts and their place in the...more,
Hardesty-Higgins House Visitor Center,212 S Main St| Harrisonburg| VA 22801-3605,3,4.5,165,Romantic,Visitor Centers,Discover the history| culture| and amenities that make Harrisonburg one of the Virginia's most visited cities at the Hardesty-Higgins House Visitor Center. Browse our library of brochures| maps| and travel resources for the areas best best place...more,
Harrisonburg Farmers Market,228 S Liberty St| Harrisonburg| VA 22801-3622,8,4.5,77,Romantic,Farmers Markets,The Harrisonburg Farmers Market is proud to be a source of fresh local foods and high quality local handcrafts while supporting and sustaining the small farm family and the local economic health. We are producer only market| offering only the...more,
Back Home on the Farm,2915 Willow Run Rd| Harrisonburg| VA 22802-0950,16,4.5,27,Romantic,Farms,We are a beef cattle farm that enjoys sharing the farm way of life with others. Our agri-tourism activities include a corn maze in the fall| greenhouses and fairy gardens in the spring| butterflies| 60 ft. underground slides| cow trains| historic...more,
Pale Fire Brewing Co,217 S Liberty St Suite 105| Harrisonburg| VA 22801-3674,9,4.5,66,Romantic,Breweries,Pale Fire Brewing Co. is a production craft brewery with a beautiful Tap Room. We serve up to 10 of our beers at any time and will fill any standard size grolwer! We have plentiful indoor and outdoor seating as well as table service. A large...more,
Rolling Hills Antique Mall,779 E Market St| Harrisonburg| VA 22801-4234,14,None,22,Romantic,Antique Stores,Rolling Hills Antique Mall,
Court Square Theater,41F Court Sq| Harrisonburg| VA 22801-3742,11,None,30,Romantic,Theaters,Court Square Theater is the premier Performing Arts and Cinema venue in downtown Harrisonburg Court Square Theater was once home to the Rockingham Motor Company (RMC)| but in|1998| it was renovated into a theater as part of the Harrisonburg...more,
Brethren & Mennonite Heritage Center,1921 Heritage Center Way| Harrisonburg| VA 22801-8429,10,4.5,35,Romantic,History Museums,The Brethren & Mennonite Heritage Center shares and celebrates the historical and spiritual legacies of Brethren and Mennonites in the Shenandoah Valley. These two faith traditions emphasize peace and non-violence| the priority of spiritual over...more,
Purple Wolf Vineyard,2644 Cross Keys Rd| Harrisonburg| VA 22801-2405,17,None,25,Romantic,Wineries & Vineyards,Purple Wolf Vineyard,
The Friendly Fermenter,20 S Mason St Suite B10| Harrisonburg| VA 22801-4020,15,None,12,Romantic,Breweries,The Friendly Fermenter,
Mineral Museum,James Madison University| Harrisonburg| VA 22801,19,None,9,Romantic,Specialty Museums,Mineral Museum,
Museum of American Jewelry Design and Manufacturing,217 S Liberty St Suite 103| Harrisonburg| VA 22801-3674,18,None,25,Romantic,Specialty Museums,Museum of American Jewelry Design and Manufacturing,
Three Notch'd Brewing Company,241 E Market St| Harrisonburg| VA 22801-4130,12,None,31,Romantic,Breweries,Three Notch'd Brewing Company,
John C. Wells Planetarium,91 E Grace St JMU - Miller Hall 1103| Harrisonburg| VA 22807-1014,23,None,7,Romantic,Observatories & Planetariums,John C. Wells Planetarium,
The Barn at Creekside Farm,917 Muddy Creek Rd| Harrisonburg| VA 22802-0113,25,None,4,Romantic,Antique Stores| Flea & Street Markets,Located in the Shenandoah Valley| just minutes west of Harrisonburg| this transformed bank barn dates back to 1885. From vintage decor to fresh picks| experience The Barn for one-of-a-kind treasures in a one-of-a-kind setting. Open the 2nd weekend...more,
Rocktown Trails at Hillandale Park,710 Hillandale Avenue| Harrisonburg| VA,20,None,16,Romantic,Hiking Trails,Rocktown Trails at Hillandale Park,
Massanutten Regional Library,174 S Main St| Harrisonburg| VA 22801-3629,21,None,6,Romantic,Libraries,We strive to be a highly visible center for culture| technology| and knowledge| serving the wide-ranging needs of our diverse community. Come read and learn with us at Bridgewater| Broadway| Elkton| Grottoes| Harrisonburg| Luray| & Shenandoah. One...more,
Harrisonburg Fire Department Museum,101 N Main St Fl 3 Public Safety Building| Harrisonburg| VA 22802-3838,13,None,23,Romantic,Specialty Museums,Harrisonburg Fire Department Museum,
Larkin Arts,61 Court Sq| Harrisonburg| VA 22801-3781,22,None,9,Romantic,Art Galleries,Larkin Arts is a community-minded art center| committed to promoting and supporting artists and enthusiasts of all ages and levels by providing quality art products| education| exhibits and working studio space.,
Bridgeforth Stadium and Zane Showker Field,251 Bluestone Dr| Harrisonburg| VA 22807-1009,24,None,6,Romantic,Arenas & Stadiums,Bridgeforth Stadium and Zane Showker Field,
Steven Toyota,2970 S Main Steet| Harrisonburg| VA 22801-2666,28,None,2,Romantic,Points of Interest & Landmarks,Steven Toyota,
Frank Kemper House,Harrisonburg| VA,26,None,4,Romantic,Historic Sites,Historic home dating back to the Civil War that can be visited by appointment or every Sunday during posted hours.,
Agora Downtown Market,165 S Main St Suite 101| Harrisonburg| VA 22801-3600,27,None,2,Romantic,Points of Interest & Landmarks,Agora Downtown Market,
Elevation Sports,1925 E Market St Ste 302| Harrisonburg| VA 22801-3432,1,5,60,Romantic,Game & Entertainment Centers,Elevation Sports is the Shenandoah Valley's premier provider of Bubble Soccer| Combat Archery| and Nerf Wars. We provide Unforgettable Experiences by offering unique| family-friendly recreational activities that promote health and wellness through...more,
Brothers Craft Brewing,790 N Main St| Harrisonburg| VA 22802-4623,1,None,40,Romantic,Bars & Clubs| Breweries,Brothers Craft Brewing,
Maymont,1700 Hampton St| Richmond| VA 23220-6899,2,4.5,2016,Romantic,Points of Interest & Landmarks| Farms| Gardens,Maymont is a 100-acre American estate| an extraordinary gift given to the community by James and Sallie Dooley who lived there from 1893 to 1925. Whether strolling in the gardens| touring the mansion| watching river otters at play| or petting a...more,
Virginia Museum of Fine Arts,200 N Boulevard| Richmond| VA 23220-4007,1,5,3069,Romantic,Art Museums,"VMFA Arts is a top comprehensive US art museum with more than 5|000 years of art from around the world. VMFA is open 365 days a year and general admission is always free. The Wall Street Journal recently stated that VMFA is now a ""two day museum.""",
Lewis Ginter Botanical Garden,1800 Lakeside Ave| Richmond| VA 23228-4700,5,4.5,1587,Romantic,Gardens,With something for all ages and interests| Lewis Ginter Botanical Garden is a place to learn about plants| to marvel at nature| to relax in a beautiful setting| to take gardening classes| or to have a wedding or a business meeting. A wide variety...more,
Virginia Capitol Building,9th & Grace Sts| Richmond| VA 23219,6,4.5,1060,Romantic,Historic Sites| Architectural Buildings| Government Buildings,Inside the white| columned state capitol building| designed by Thomas Jefferson to resemble a first-century Roman temple in France| is the only sculpture of George Washington produced in his lifetime.,
Carytown,3166 W Cary St| Richmond| VA 23221-3504,12,4.5,1151,Romantic,Points of Interest & Landmarks,Section of Richmond that is great for walking| shopping or touring museums and galleries.,
Hollywood Cemetery,412 S Cherry at Albemarle St| Richmond| VA,7,None,1390,Romantic,Cemeteries,Hollywood Cemetery,
White House of the Confederacy,1201 E Clay St| Richmond| VA 23219-1615,14,4.5,1239,Romantic,Military Museums| Specialty Museums| History Museums,To ensure the health and safety of both visitors and staff| masks are required & the majority of the tour will take place outside the House. Visitors will have the opportunity to walk through the rooms on the first floor with a trained guide and...more,
Monument Avenue,Monument Avenue| Richmond| VA 23220,19,None,948,Romantic,Points of Interest & Landmarks,Monument Avenue,
Science Museum of Virginia,2500 W Broad St| Richmond| VA 23220-2057,16,4.5,437,Romantic,Science Museums,"We're not your dad's Science Museum! says Science Museum of Virginia Director/CWO (that's Chief Wonder Officer) Richard Conti. ""Our newly re-imagined Museum is a place that is relevant to your life and fun!""Our mission: Inspiring Virginians to...more",
St. John's Episcopal Church,2401 E Broad St Corner of E. Broad Street and 24th at top of Church Hill. Across from Patrick Henry Park.| Richmond| VA 23223-7128,3,4.5,399,Romantic,Historic Sites| Churches & Cathedrals,In response to the outbreak of COVID-19| St. John’s Church is open on Saturdays only| starting March 6| 2021. Check our social platforms for updates. Historic St. John's Church - where Patrick Henry gave his 'give me liberty or give me death'...more,
